search_terms,search_loc,title,location,company,salary,date,description,link
python developer,"San Francisco, CA",Full Stack Developer/Engineer,"San Mateo, CA",Cogent Infotech,"$125,000 - $135,000 a year",1 day ago,"It's a Permanent Position.
Candidate should be local to CA.
Position Overview : The Principal/Senior Software Engineer is a Full Stack application engineer who plays a key role within each phase of the software development lifecycle. Besides development, this individual will work cross-functionally with the company’s infrastructure, security, product, and other development teams
Day to Day : Build and implement next-generation SaaS applications that include front-end, BPM services layer and back-end integrations.
Skills Req:
5 years of system development experience using a variety of the following technologies: NodeJS, ReactJS, ExpressJS, Python
SAAS applications
Web Development: HTML5, CSS3, JavaScript, SASS/LESS, jQuery, Bootstrap
Web Services: REST, SOAP
Solid understanding of Application Program Interfaces (APIs), Messaging Software and Interoperability Techniques and Standards Experience using different development methodologies including Scrum, and/or Agile, and test-driven development
Job Type: Full-time
Pay: $125,000.00 - $135,000.00 per year
Experience:
NodeJS: 4 years (Required)
SAAS: 2 years (Preferred)
Education:
Bachelor's (Required)
Work authorization:
United States (Required)",http://www.indeed.com/company/Cogent-Infotech/jobs/Full-Stack-Developer-Engineer-f29a4fb7a51996fd?fccid=ed8020a44a241e3b&vjs=3
python developer,"San Francisco, CA",Full Stack Engineer,"San Francisco, CA",Ursus,None,Today,"Job Title: Senior Full Stack Engineer
Location: San Francisco
Duration: Permanent

Summary:
Join a fast-growing start-up in the Fitness industry following a highly successful Series A and extreme sales growth

Responsibilities:
Develop features and infrastructure for the core services
Work across the full stack with expertise in either front-end or back-end development
Qualifications:
Extensive professional software development experience using Javascript (React specifically) and Typescript
Knowledge of backend development (preferably with Python or C++)
Expertise with algorithms and algorithm design
Start-up and hardware experience are a big plus
BS in Computer Science or related technical field




IND123",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CT8vBT9H5mqECx2dfLV_FONLPDKpIRssxVwtj05Tmm4qxTAI2czriaY4YcQXrGzkFqYjxBiUFhBYdkV0cLAeW2o1q2OM5O5Yp97yPFFrj_jzNbmaZDsUWVxf901j5rApHrtogoClU5hYKW_jkSxfzvUql385zwHZLawF0y9T7b3Jog7G0qoXBMwlsIfcSwWD87gVlqNfaBbuTH9F9fw31jfAB-y-nupLBjsaFNLN6-fbsVHE8rmdxDiIwAZWY55Em5rxl1217t6apqYiqIJEZo0rQoX--tqun9vw_-ZevzlgxM158jMH70LuWLTmMD2rv3jbLYagNWD054YdbWpdwyphloo3041M9VM9P_lqUwRiqYLsrW4wmkD7ANSvn67ThBcys4qjdLCmhzoV0Acmst_fQiC1YFjzdswIseP5bV2Z9BkbSMnWg09d_dsz2H6QDBm9iXLOQESvhSDU6N44UhKqPKe8iwhkZd6KfzDhHe8qvZ9A1am9pPjPACNVHKyHGaMKkheohQe_c8GoUECK2deJcAAsa9eAQyl6F-JG1tyAbF63W0tZJP3DSm1SdLWuB5XjMGtBI525grQZLbvOPRqj-kctw0fDilE5FGON_wk87EoRA1Yog59N6cTfgmvXQa6wx8HO1gTrjufJ6Qb76QXir9_73JcLXV-IpHYQIkkJclcyuBLfs6HdFpO2asd0QO0rHYqUHCleIa83XRCvaB6AyC7d6RpfCxFHsr8PkZr1CHPeAH2IWsUVT3iDpRS7jQWM0NMKfVOK_uffbsTE25eWKWj_o6sm1fo2AmIwFgQumm7NiYCbSycuKQBM9fOpq51f0XV1ZPc_9jJhZ0zrH55Ir2sS-8WOFGlfBZ4cyRTHbWp9dVNC-vNHnUoRmlbiCU_8wspfOtWrF0NmHd3IxdgqstyqPjN6corI8HuCPDCeSYANp3A01D8TW_wFHMMi2n0e4hadP28LGD35Uviu4MX8DNVM3Odh8=&p=5&fvj=0&vjs=3
python developer,"San Francisco, CA",Software Engineer - Algorithms,"San Francisco, CA",LeapYear,None,1 day ago,"LeapYear's secure machine learning platform is deployed by some of the largest enterprises in the world across finance, healthcare, and technology.

Our technology ensures differential privacy, a widely recognized standard of data privacy that enables all data - including sensitive information - to be utilized for analytics, while providing mathematically proven privacy protection.

The LeapYear system is composed of a core set of components that allow private machine learning on data sets that can scale to petabytes. The system includes private algorithms for relational operations, statistical methods and machine learning. A data scientist accesses private data using a Python API. Administration is provided via a web-based GUI or an API.

If you work at the intersection of machine learning and functional programming, we're looking for you. You will collaborate with developers, researchers, and data scientists to transform machine learning theory into enterprise applications, and the novel algorithms that you develop will be deployed on massive enterprise datasets.

For details on the specific responsibilities and requirements of this role, please see below.
Responsibilities
Design and implement novel machine learning techniques
Develop performance-critical code
Plan, implement, and optimize new features to carry out our product roadmap
Requirements
PhD, or equivalent experience, in a field involving the application of advanced mathematics (machine learning, computer science, statistics, physics, math, electrical/systems engineering)
Exposure to functional programming
Strong foundation in data structures, algorithms, software design, and the theoretical underpinnings of machine learning
Preferred
Familiarity with differential privacy theory and implementation
Excellent Haskell skills
Professional machine learning experience and functional programming
Experience in enterprise data science and data engineering
Background applying advanced machine learning techniques in enterprise data environments
A Few of the Perks
Culture of teaching and learning
Competitive compensation package of salary and equity
Catered lunch every day
Company outings
Build your ideal work station
Generous health insurance plan
Relocation support and visa sponsorship",http://www.indeed.com/rc/clk?jk=98ba50b387b1b7f9&fccid=42e50b7b66ee4856&vjs=3
python developer,"San Francisco, CA",Senior Full Stack Developer - Python,"San Francisco, CA 94104 (Financial District area)",Publicis Sapient,None,4 days ago,"Publicis Sapient is looking for Senior Python Engineer to join our team of bright thinkers and doers. You will use your problem-solving creativity to design, architect, and develop high-end technology solutions that solve our clients’ most complex and challenging problems across different industries. We are on a mission to transform the world and you will be instrumental in shaping how we do it.

Your Impact:

Opportunity to be part of a strategic multi-level Digital transformation from detailed Experience design to development.
Create low level designs based on the architecture, user and technical stories
Work with client for design and technical discussions and approvals
Coding and unit testing and production deployment support
Participate in sprint planning
Collaborate with creative team and product manager
Interfacing with client technical teams

Your Skills and Experience:

Strong hands on experience in Python and Node.js programming
Good experience with AWS (Lambda, S3, CloudFront, AppSync)
Experience working with developing experience platforms (bespoke, or with COTS CMS)
Strong hands on experience in Python and Node.js programming
Understanding of serverless environment
Experience in GraphQL & Apache VTL
Experience in Elastic Search

Set Yourself Apart With:

Understanding of Angular 2+ programming
Understanding of atomic approach, DSM and Micro frontends
Strong Client Facing Presence

Benefits of Working Here:

Flexible vacation policy; time is not limited, allocated, or accrued
15 paid holidays throughout the year
Generous parental leave and new parent transition program
Tuition reimbursement
Corporate gift matching program

Career Level:

Mid-Senior level

#LI-PD2",http://www.indeed.com/rc/clk?jk=749b370caae6927a&fccid=1b0043cf80779505&vjs=3
python developer,"San Francisco, CA",Software Development Engineer I,"San Francisco, CA 94105 (South Beach area)",MasterCard,None,1 day ago,"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Job Title
Software Development Engineer I
Mastercard Launch is a full-time graduate development program designed to build the skills we leverage most as an innovator in the payments space, connects employees in enriching ways, and immerses new talent into our Doing Well by Doing Good culture. This program is meant for those who dare to be greater and those who wish to make a real impact in the world. Eligibility requires degree completion of a bachelors or masters degree in December of 2020 or May 2021.

Mastercard’s software engineering teams leverage Agile development principles, advanced development and design practices, and an obsession over security, reliability, and performance to deliver solutions that delight our customers. As a software development engineer, you’ll develop advanced technologies and applications that are revolutionizing payments.



Are you passionate about software engineering?
Do you enjoy seeing the impact your code has on a wide range of customers?
Do you want to work for a company that offers above and beyond benefits including paid parental leave, flexible work hours, gift matching, and even volunteer incentives while encouraging your own professional learning and development?
Do you thrive in a place where you are continuously learning more while growing your skills and career?
Do you want to join a Company that offers a competitive benefits-and rewards program that attracts, develops and retains the most talented employees around the world?
Do you want to join an inclusive culture where employees, in all their diversity, feel valued, respected and who can bring their authentic selves to work? Learn more at Mastercard’s Corporate Sustainability Report.

Role:
Hands-on developer who writes high quality, secure code for a small to mid-sized component or feature that is modular, functional and testable.
Contribute to all parts of the software’s development including design, development, documentation, and testing.
Have strong ownership of your team’s software and are deep in the maintenance characteristics, runtime properties and dependencies including hardware, operating system, and build.
Communicate, collaborate and work effectively in a global environment.

All About You:
Currently enrolled in a bachelor’s or master’s degree program majoring in Computer Science or a related field with a graduation date of December 2020 or May 2021.
Strong foundation in algorithms, data structures and core computer science concepts.
Evidence of working with object-oriented development and design patterns.
Proficiency in one or more modern programming languages such as Java, Python, C++ etc.
Strong written and verbal English communications skills.
Strong analytical and excellent problem-solving skills.
Experience working in an Agile environment.
Due to COVID-19, most of our employees are working from home. We’ve implemented a virtual hiring process and continue to interview candidates by phone or video and are onboarding new hires remotely. We value the safety of each member of our community because we know we’re all in this together.
Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law.
If you require accommodations or assistance to complete the online application process, please contact reasonable.accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.",http://www.indeed.com/rc/clk?jk=185ea51a2757b45d&fccid=10b5c722d846df43&vjs=3
python developer,"San Francisco, CA",Backend Developer,"San Francisco, CA 94102 (Downtown area)","UrsaLeo, Inc.",None,3 days ago,"Backend Developer

Overview:
UrsaLeo is a San Francisco-based technology company focused on bringing IoT technology to industry. Through its cloud and 3D interface solutions, UrsaLeo is revolutionizing how facilities are brought online and how users understand the data coming out of those facilities.
About the job:
We are developing an application for visualizing massive streams of IoT sensor data in 3D. This application relies heavily on backend services for secure data streaming, loading and saving assets, and much more. New features are the result of a tight collaboration between the frontend and backend engineering teams.
We need someone we can count on to:
Scope and plan new feature work, working closely with the frontend engineering team
Implement new features through writing code and interfacing with other supporting services such as databases, message brokers, etc.
Manage and provision deployments for our various customers and internal projects
Triage and fix issues, and profile and optimize as needed
Document architectures, workflows, test plans, etc., and share your knowledge with the team
Successful candidates will have:
An understanding of information security and experience applying modern cryptography to implement a security model
Experience developing scalable backend services
Experience developing RESTful APIs
An understanding of microservice and monolithic architectures and the benefits and tradeoffs of each
Experience with relational databases such as Postgres
Experience with message brokers such as RabbitMQ
Strong experience with Python, particularly async support in Python 3.7 and later
Familiarity with MQTT or other messaging protocols is beneficial
Working experience with Heroku (or similar PAAS) is beneficial
Within one month of joining, you’ll:
Be an expert with our product
Know our tools and processes
Be developing the first applications for user collaboration
Within three months, you’ll:
Create prototypes and demos for customers, investors, and trade shows
Spec out and plan advanced application features
Help grow the team
Within six months, you’ll:
Lead the development of advanced application features",http://www.indeed.com/rc/clk?jk=81b6498e0a6f8d19&fccid=0675bdee4548a4e9&vjs=3
python developer,"San Francisco, CA",Backend Software Engineer (Python/Django),"San Francisco, CA",ixlayer,None,30+ days ago,"As a member of ixlayer’s engineering team, we want you to bring experience building real products to automate, accelerate, and simplify the process of launching precision health products. We intend for ixlayer to be the operating system for health ecosystem: works out of the out-of-box for many consumers and physicians, with a robust set of APIs to enable customers to extend the default functionality.
If you’re motivated, smart, persistent, and a great teammate, we want to hear from you!
What You Will Be Doing
Working alongside other developers to build business logic and features to add to the existing backend application. Optimize the existing stack and software. Work on designing and implementing REST APIs into the platform. Develop APIs that handle health information as well as retrieving data from mobile devices.
We’re looking for someone with:
Backend architecture experience experience with Python
Experience with Django & Django REST framework
Experience with a SQL-based database such as MySQL
Experience creating and implementing REST APIs
Proficiency in Git
What is nice to have for this position:
Experience with Celery is a plus
Shopify experience is strongly preferred
Experience with Shopify app development experience
Experience with Shopify API
Experience working with 3rd party APIs (Shopify, 23andme, Fitbit)
Experience with AWS / Cloud Hosting is a big plus
Experience with TDD and ability to write quality unit tests",http://www.indeed.com/rc/clk?jk=72b5bc8e21a7b513&fccid=87519b22a0b4528a&vjs=3
python developer,"San Francisco, CA","Software Engineer (Python, Django or Twisted)","San Francisco, CA (South Beach area)",Docker,None,30+ days ago,"DOCKER
Software Engineer (Mid - Sr.)
San Francisco, CA

At Docker Inc, we believe that containerization will soon become the next big thing, the next tool which will be part of every developer and sysadmin toolbox. What's ""containerization"" The name comes the LXC technology (Linux Containers), and the technique is also known as ""Lightweight Virtualization"".

That's why we recently launched Docker (http://www.docker.io/), an Open Source tool enabling anyone to run those Linux Containers very easily. Containers boot 1000x faster than virtual machines; their disk and memory footprint are also much lower; and they work on virtually all current platforms (from physical servers to public cloud instances). We think that they are the future of virtualization, and will soon become ubiquitous.

Convinced Then fork the repo on github (https://github.com/dotcloud/docker) and have a look at the code. Not convinced Then check the website (http://www.docker.io/), which contains more details, demos, and screencasts. Excited about this Then join our engineering team!

Responsibilities:
being a contributor to the Docker project, which means contributing patches, and reviewing and merging pull requests from the community;
working on Docker’s server-side applications;
participate in product discussions, influence the roadmap, and take ownership and responsibility over new projects to make them happen.
Qualifications:
can read and write Go code (because docker itself is in Go);
can read and write Python code (because many tools and services built around Docker are in Python);
are familiar with network protocols: the lower layers like IP, TCP, and UDP; and the higher layers like HTTP;
have experience in scaling large applications;
have at least a Bachelor degree in Computer Science;
believe that writing unit and functional tests is important.",http://www.indeed.com/rc/clk?jk=05fff5090677899e&fccid=1cbe7d59a6dc275d&vjs=3
python developer,"San Francisco, CA",Senior Software Engineer,"Berkeley, CA",Grabango,None,Today,"Who we are:
Grabango is the leading provider of checkout-free shopper technology for existing stores. Founded by Will Glaser (technology founder of Pandora Media), the Grabango team has developed the only enterprise class solution for large store chains in the market today. Grabango's system accommodates thousands of store locations, hundreds of thousands of SKUs and millions of square feet across a given retail enterprise.
We're a growing group of kind, curious, self-directed people working towards a common goal. We delight in taking risks and testing hypotheses in a collaborative and supportive environment. Our ability to celebrate both our successes and failures as milestones of growth opens the door to tremendous breakthroughs.
Computer vision and machine learning are at the core of our patent pending technology. Our accomplished team is a powerful combination of technology and commerce professionals that are working to ""Eliminate lines and save people time!""
We're looking for you if...
You recognize the need to balance pragmatism and creativity.
You have made mistakes, learned from them and avoided making them again.
You are able to use your knowledge and experience to help solve problems that may not be in your field of expertise.
You work well with a diverse team of high-quality people focused on customer delight.
You can rapidly become familiar with and apply new tools and technologies
What you'll be doing:
Within the first 3 months
Getting up to speed on our various systems
Expanding our data pipeline across multiple networks
Instrumenting code to help us find areas to improve our designs
Working with other developers to identify and resolve bugs
Reducing latency and improving reliability of our internal APIs
Collaborating on system design to optimize petabyte-scale data set management
Supporting frontend developers in expanding our labeling and management system
Within the first 6 months
Designing distributed computing infrastructure for real time data processing
Scaling computer vision algorithms to run massively parallel in production
Tools we use:
We use a diverse set of tools. It helps if you are familiar with some of these, but we believe having a solid understanding of the principles of architecture and engineering best practices and the ability to apply prior knowledge to new problems are more valuable. Here's a set of keywords that might ring bells:
Python3
Kafka
Cassandra
Celery
Docker/Kubernetes
Jenkins
PostgresSQL
ELK
Redis
Nginx
uWSGI/Flask
Github
What you should have:
5+ years of Python experience with mastery of modern language features and libraries
Understanding of REST APIs and managing ginormous data sets
Experience designing high throughput streaming systems
Education & Certifications:
BS or equivalent experience in Computer Science or Computer Engineering

Grabango Values:
Integrity: Do the right thing, particularly when you don't have to.
Bold Innovation: Think recklessly, but temper your actions with pragmatism.
Execution Matters: Hire the best people, and treasure them.
Don't Live with Broken: Have the courage to admit mistakes, and the urgency to correct them.
Customer Focus: Delight customers, both internal and external.
Simplify: Enough Said.
Grabango is proud to be an equal opportunity employer and is committed to developing a workplace where diversity and inclusion are an essential part of who we are. We strive to hire and support a workforce as diverse as our shopper base, so we can develop products and services that best suit our customers. We do not make employment decisions based on race, color, religion, ethnic or national origin, nationality, sex, gender, gender-identity, sexual orientation, disability, age, military or veteran status and we comply with all local, state and federal employment laws.
Grabango participates in the E-Verify Program, an internet-based system operated by the Department of Homeland Security and the Social Security Administration. It allows employers to confirm an individual's employment eligibility to work in the United States.",http://www.indeed.com/rc/clk?jk=1a1e4f68926ea6ec&fccid=dd616958bd9ddc12&vjs=3
python developer,"San Francisco, CA",Software Intern,"San Francisco, CA",Track Revenue,None,Today,"WHO WE ARE
We are a technology company building cutting edge enterprise software to “change the game” in online advertising. The company is headquartered in downtown San Francisco with offices in Toronto and Asia. We are growing quickly and are looking to build out a team of talented software engineers who are ready to be leaders.
RESPONSIBILITIES
We are seeking a passionate software intern that is driven to learn about how to build quality scaled applications across web and mobile. The ideal candidate is an individual who thrives on new challenges and has the ability to work in a highly dynamic environment. Responsibilities include:
Working as part of a small team to design and deploy phenomenal web applications and platforms.
Designing and implementing elegant and scalable APIs and web services for mobile clients.
Development and deployment of distributed applications to AWS.
Building highly scalable and efficient database schemas
Working closely with Product Management, and Marketing to enhance the user experience.
Helping to lead the design, implementation, and deployment of new features to improve the speed and functionality of our web applications.

TECHNICAL QUALIFICATIONS
Required Skills
Programming experience in a web development language (e.g. PHP, Python, Javascript or MySQL)
Currently in school for a degree in computer science or related field
Works out of San Francisco Office
Preferred Skills
Experience writing code in multiple languages
Experience with revision control (especially Git)
Strong Linux knowledge
BENEFITS
Competitive salary",http://www.indeed.com/rc/clk?jk=58aff09292639c00&fccid=573a7092dbcc0fee&vjs=3
python developer,"San Francisco, CA",Software Eng II,"San Francisco, CA",Myriad Genetics Inc.,None,Today,"Responsibilities
Responsible for developing and testing of computer programs, databases and spreadsheets.
Collaborate with team members to determine requirements and participate in design discussions.
Display ownership and responsibility for the projects you work on.
Responsible for the validation of computer systems.
Performs miscellaneous job-related duties as assigned.
Qualifications
Four-year Computer Science degree, or equivalent experience.
Two or more years programming experience.
Ability to efficiently consume user requirements and build robust systems from that input.
Effective at communicating software design and implementation details to both technical and non-technical team members.
Ability to understand existing procedures / processes and apply that knowledge to new or updated projects.
Outstanding verbal and written communication skills.
Continuous desire to self-educate in areas of programming and technology.
Experience with C#, Java or Python, Excel or other data analysis tools is a strong plus.
Physical and Mental Job Requirements
Repetitive Motion, analyzing
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.
While performing the duties of this job, the employee is frequently required to sit; talk; or hear.
The employee is occasionally required to stand; walk; use hands to finger, handle, or feel; reach with hands and arms; and stoop; kneel; or crouch
The employee must occasionally lift and/or move up to 25 pounds.
Specific vision abilities required by this job include close vision, distance vision and depth perception.

Myriad Genetics Inc., is a leading personalized medicine company dedicated to being a trusted advisor transforming patient lives worldwide with pioneering molecular diagnostics.Â Myriad discovers and commercializes molecular diagnostic tests that: determine the risk of developing disease, accurately diagnose disease, assess the risk of disease progression, and guide treatment decisions across six major medical specialties where molecular diagnostics can significantly improve patient care and lower healthcare costs.Â Myriad is focused on three strategic imperatives:Â maintaining leadership in an expanding hereditary cancer market, diversifying its product portfolio through the introduction of new products and increasing the revenue contribution from international markets.Â For more information on how Myriad is making a difference, please visit the Company's website: www.myriad.com .

WE ARE AN EQUAL OPPORTUNITY EMPLOYER. Applicants and employees are considered for positions and are evaluated without regard to mental or physical disability, race, color, religion, gender,national origin, age, genetic information, military or veteran status, sexual orientation, marital status or any other protected Federal, State/Province or Local status unrelated to the performance of the work involved.

Please answer all questions completely. Please do not provide any information not specifically requested on this Employment Application form.",http://www.indeed.com/rc/clk?jk=7f477594641e14eb&fccid=4ce6055db23402d5&vjs=3
python developer,"Washington, DC",Full Stack Developer (Python emphasis),"Rockville, MD 20850",Essex Management,None,7 days ago,"The Full Stack Developer will be focused on developing applications to support bioinformatics and precision oncology. This role provides strong career growth opportunity in Clinical Informatics in an aggressively innovative technology environment working in one of our nation’s premiere research organizations.
Requirements
Technical Proficiency Required/Preferred:
Full Stack Development skills: Python (required) , Ruby (preferred) , JavaScript (required), Vue.js (preferred) , HTML5/CSS3 (required) SQL db (required); noSQL db (preferred)
Strong knowledge on applying algorithms (required)
Behavior-driven development (BDD) / automated testing and deployment (preferred)
Continuous Integration (CI) / Continuous Deployment (CD) DevOps pipeline SDLC environment . (strongly preferred)
Docker (Preferred)
Amazon Web Services (AWS) infrastructure : dynamodb, elasticsearch, etc.(strongly preferred)
Linux (required)
A willingness and ability to communicate with clients, users, and colleagues across all levels of the development effort. (required)
Required/Preferred Experience:
Six (6) years of progressive, successful experience in areas of expertise, such as hardware/software/network design, programming support, software development, operations, management, or administration
BS Degree with four (4) or more years of specialized experience (required) ; or MS Degree (preferred) and three (3) or more years of specialized experience.
Clinical Trials / Clinical Research, Health Informatics / Clinical Informatics or other relevant experience (eg. FDA) strongly preferred, but not required.
Essex Management, LLC is an Affirmative Action and Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability. Equal Employment Opportunity Posters If you’d like to view a copy of the company’s affirmative action plan or policy statement, please email hr@essexmanagement.com . If you are an individual with a disability and would like to request a reasonable accommodation as part of the employment selection process, please contact Essex HR Department at 301-760-7527 or hr@essexmanagement.com . This telephone line and email address is reserved solely for job seekers with disabilities requesting accessibility assistance or an accommodation in the job application process. Please do not call about the status of your job application if you do not require accessibility assistance or an accommodation. Messages left for other purposes, such as following up on an application or non-disability related technical issues, will not receive a response.

Technical Proficiency Required/Preferred: Full Stack Development skills: Python (required) , Ruby (preferred) , JavaScript (required), Vue.js (preferred) , HTML5/CSS3 (required) SQL db (required); noSQL db (preferred) Strong knowledge on applying algorithms (required) Behavior-driven development (BDD) / automated testing and deployment (preferred) Continuous Integration (CI) / Continuous Deployment (CD) DevOps pipeline SDLC environment . (strongly preferred) Docker (Preferred) Amazon Web Services (AWS) infrastructure : dynamodb, elasticsearch, etc.(strongly preferred) Linux (required) A willingness and ability to communicate with clients, users, and colleagues across all levels of the development effort. (required) Required/Preferred Experience: Six (6) years of progressive, successful experience in areas of expertise, such as hardware/software/network design, programming support, software development, operations, management, or administration BS Degree with four (4) or more years of specialized experience (required) ; or MS Degree (preferred) and three (3) or more years of specialized experience. Clinical Trials / Clinical Research, Health Informatics / Clinical Informatics or other relevant experience (eg. FDA) strongly preferred, but not required. Essex Management, LLC is an Affirmative Action and Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability. Equal Employment Opportunity Posters If you’d like to view a copy of the company’s affirmative action plan or policy statement, please email hr@essexmanagement.com . If you are an individual with a disability and would like to request a reasonable accommodation as part of the employment selection process, please contact Essex HR Department at 301-760-7527 or hr@essexmanagement.com . This telephone line and email address is reserved solely for job seekers with disabilities requesting accessibility assistance or an accommodation in the job application process. Please do not call about the status of your job application if you do not require accessibility assistance or an accommodation. Messages left for other purposes, such as following up on an application or non-disability related technical issues, will not receive a response.",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D1apZbdmp-4T-ZnQ12C0xYJCe0rE5Gsf0H1nuIW1ZzvSUi1DtcK-836SyLD7KTcxrFeWWLyTJACiaxQShFw_Tss9yTKJa7W3YC3zO_CXocll9Z2qiT6pAiTUgHysC50ljJcTehZzomVO-NS1-okiJLNYHySIVtK4Cl0fiIkCfGqn_ghdwGTKV9M6PJgrNt2lB_ArUqBNTdXslN1d5zXAIcxRs1e-w0PBfxh3N6PtcgKmxxFPl9S9hCKkAP1JsWAgEDGJ7FB3vJK5tJmvzWUFAS07Poi_Gc5iY75P1kJsqx2sGOdJcOWMxF9fNb7fKvGURnSaEXyQlQD0gBO0yv6uORZWsGc4z3hQIL3QSx0blqLrFN0Ue6wLBdAUPb_PyDjAfNgvPoAC6NWQWdS1jQOV9kFWXs6ewHelBTnso3aqwu396Uy9bV33oOgZu0_DndvqLTMii9rdSLzgiJd9V2oL-oYbvIxzOJZymXPiU88kBR1hmG93WBa4GRJa8Avn6hfSIbSvkMPLzmF2KrR26SrBs9KnJHVXsvLCoJNdQ5ouvlKQQs8QAcIc1uJEBTccKsax8=&p=0&fvj=0&vjs=3
python developer,"Washington, DC",Software Engineer/Developer – Transportation,"Rockville, MD 20855",Intelligent Automation,None,30+ days ago,"IAI is looking for a Software Engineer/Developer with experiences in AI/Machine Learning and/or transportation. The candidate will work in an agile and dynamic R&D environment that focuses on developing, improving and testing software code for transportation system management and operation applications. The candidate will support (and/or lead) the development, integration, and testing of software in the areas of traffic data analysis, video/time-series data processing.

Job Duties
Develop and implement software code for signals, image/video and text data analysis
Design, develop and integrate web services to support existing software applications
Contribute and implement the architecture and framework for cloud-based data analytics
Design, enhance, and maintain existing software and perform upgrades to existing live production software applications
Support monitoring of deployed services and applications
Qualifications:
Proficiency in Java programming language
Experience building and maintaining web applications and services.
Familiarity with HTML5/CSS, Bootstrap.
Familiarity with SQL and querying relational databases
Familiarity with Linux and basic shell commands
Proficiency in software tools such as Jira and Git.
Desired Skills/Experience
Proficiency in C/C++ programming languages.
Proficiency in Python programming languages.
Experience with Grails3 and any variant of Spring Framework (Core, Boot, MVC).
Experience with JavaScript and frontend JavaScript libraries and frameworks (i.e., JQuery, Angular, Vue, React).
Familiarity with Android mobile application development.
Familiarity with Windows desktop application development.
Education
A bachelor's degree (or higher) in Computer Science, Software Engineering, Civil Engineering or related field.

About IAI
IAI is a technology innovation company specializing in providing advanced technology solutions and R&D services to federal agencies and corporations. IAI leverages agile R&D processes, a multi-disciplinary collaborative environment, and its substantial intellectual property portfolio to excel in developing concepts into market-focused products and customer-driven solutions. IAI’s core R&D areas include: AI & Advanced Computing; Autonomy & Robotics; Healthcare Research Technologies; Modeling, Simulation & Visualization; and Networks & Cyber Security; and Radar, Communications & Sensors. For more information about IAI please visit www.i-a-i.com.

US Citizenship or Permanent Residency required

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.

Requisition ID: 1167",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3FiKDffobGC5hmnfDqKOnRQACvXYOAZiamqVpT9aE28J5oJmr2evXbXBXjxjMNpSpcody8hcZ04ji7AFXVgLFyWXVvulz586h2S_79TxdXfakzDxKqP7Sq1PRkLofIcSO_Qwpy24qmPbPfvV5YiUqwyZMggVMQVUPk14jUbcWdb5fxT7IFvaebllyNCRa_3AazRtupVrnORIl7fA9kdNmhh-LB4qT2ZMfYMj8v0iGQN5_Z1uhhJfpsEltEvmpnjOCuOAD-z_-DC9ogg1MK0ebfWCYVUEs1oPrqVLyLdNUMCmuF1jT0gCdmtE84MgtpmLViM87V1j_DGhNGOSx_r5O-kBsAvOuxhgYV9rXupzkEyvPJPeBJXfIYsWNYVQh5MQO2oT9PAQC0BMyw9xE-JFofzijuIggEvmaetunhFXCcIz4y4cQpaRiqv9D0oz-JjcwWVNdzvyl3JxEho8ia5Gi&p=1&fvj=1&vjs=3
